Sentence,Sentiment
poorest index figur given finnish power compani fortum 45,neutral
compani intend launch hous develop acquir land plot construct 5000060 000 squar metr hous per annum 2011,neutral
seppala transfer sale greater extent last year februari reflect januari sale figur,neutral
ab inbev up offer sabmil deadlin loom,positive
contract employe 96 bluecollar worker end march august 2011,negative
stora enso target cut eur 485 eur 555 holmen target sek 135 sek 150,neutral
condit deal savcor alfa bought photonium aks lahtinen inc busi oper prior deal,neutral
spi dont hang bull hat yet next week pop higher qe3 hope back fed 2 day meet,positive
consolid oper profit continu oper decreas 623 eur 512 mn eur 1357 mn 2007,negative
share shall repurchas public trade reason share repurchas otherwis proport hold sharehold,neutral
airlin estim cancel flight due closur european airspac process recommenc traffic caus compani loss eur20m includ cost strand passeng accommod,neutral
transact doubl tecnomen workfors add fourth net sale,positive
warmli welcom satama state jussi lansio chairman board,positive
webmarela applic handl invit quot quot comparison agreement purchas invoic inspect inventori manag deliveri,neutral
cargotec brand hiab kalmar macgregor global market leader field solut use land sea wherev cargo move,neutral
lñnnen tehtaat food divis reorganis two strateg busi unit apetit frozen food jam apetit fish,neutral
twtr sad thing move takeov rumor sold next day,negative
wellknown brand includ fit equip maker precor us base ball sport equip maker wilson,neutral
z bavelloni longstand md dino bavelloni retir end 2005,neutral
seller eoss innovationsmanag group privat individu,neutral
net sale went 1 yearonyear eur 29 million affect busi acquisit realiz previou financi period effect eur 51 million review period,positive
result compani decid implement fixedterm temporari layoff,negative
uncertainti cloud longterm outlook,negative
elcoteq expect net sale last quarter 2010 level third quarter,neutral
compani annual loss amount eek 18mn compar profit eek 73 mn 2008,negative
mill concentr get supercalend line run satisfactorili restart older newsprint line,neutral
aktia forecast finland inflat 11 2010,neutral
kone list nordic exchang helsinki,neutral
finnish fibrebas materi maker ahlstrom corp hel ahl1v said today decid close spunlac composit product line number 23 chirnsid plant uk end march 2011,neutral
subjectmatt invent furthermor use cyclon separ partli molten particl,neutral
rautaruukki said construct group yit award 25 mln eur contract suppli steel structur new bridg span kemijoki river northern finland,positive
long tsla short mbli,positive
also technopoli plan build 100 million euro technolog park special econom zone neudorf st petersburg st petersburg govern said februari,neutral
lassila tikanoja oper profit exclud nonrecur imput item second quarter eur11 3 eur13 8 year ago,negative
castecka said town hall would hold talk investor interest zone,neutral
technolog becom avail busi fourth quarter nokia said,neutral
london open taylor wimpey ashtead drive market higher barclay fall,positive
bullish engulf coca cola ko,positive
studi design enabl formal statist evalu therapeut activ compani said,neutral
upon complet transact metso stake amount 60,neutral
mika stahlberg vp fsecur lab said excit proud fsecur recogn avcompar product year,positive
madison wi feb 6 prnewswir fiskar announc unit state patent trademark offic grant trademark registr color orang icon scissor handl,positive
compani exist invest plan coordin,neutral
ndx compon tesla announc recal 2700 model x suv tsla,negative
finnish messag solut develop tecnomen corpor omx helsinki tem1v said thursday 11 decemb receiv expans order converg charg solut latin america,positive
oper profit improv 399 eur 180 mn eur12 8 mn,positive
valu contract eur 27mn,neutral
parti therefor agre leav avena deal,neutral
compani also suppli 200 mw power gener equip number project papua new guinea includ 12 engin wartsila 32 type lihir gold,neutral
addit fireplac export demand line stone exceed level earlier part year continu clearli brisker remaind year,positive
compani thetrainlinecom announc arriv london ipo,positive
flurri analyt spokesperson said measur window phone 7 data week firm doublecheck data make sure 66 per cent rise aberr,neutral
pharmaceut itali brandnew market analysi give clear overview actual situat futur outlook pharmaceut market itali,neutral
swedbank share hardest hit swedish bank ongo intern financi crisi,neutral
growth strongest fsecur oper isp mobil oper cabl oper busi,positive
talvik say reloc applic program server continu hp server approv hp suppli tailormad solut elisa,neutral
gunneflo respons oriolakd pharmaceut trade busi sweden,neutral
samsung current occupi third place lost ground quarter drop 18 111 share overal,negative
last week finnish metal technolog group announc plan sell 80 percent technolog unit compani strateg goal becom world largest stainless steel maker,positive
second quarter 2010 group net profit rose eur 31 million eur 25 million apriljun 2009,positive
travel expens would reimburs accord travel polici compani,neutral
pretax profit total eur 808 mn compar loss eur 131 mn correspond period 2009,positive
11 august 2010 finnish measur equip maker vaisala oyj hel vaia said today net loss widen eur4 8 first half 2010 eur2 3 correspond period year earlier,neutral
suprem court uphold 236 million juri award exxonmobil,negative
price kesko share 10 mln euro 155 mln recogn gain 40 mln euro 62 mln dispos includ result second quarter 2008,positive
purchas sum eur 10mn us 1297 mn,neutral
purpos action ensur compani cost effect year near futur,positive
food trade sale amount eur320 1 declin 11,neutral
long pcln,positive
compani expect net sale whole 2007 eur 950mn1 000 mn,neutral
appl inc riproar ralli begin aapl investorplac aapl,positive
purchas 12mp snapper noth els,neutral
upon complet deal panostaja establish new busi area within group focu heat treatment metal,neutral
diageo sell ryder cup venu gleneagl hotel ennismor group,positive
master busi administr mba,neutral
rt joemccann correl dollar index spi simpli amaz dx find support spi retreat like clockwork,negative
profit tax total eur 121 mn,neutral
oper loss total eur 40 mn compar profit eur 86 mn second quarter 2008,negative
finnish scanfil system supplier contract manufactur commun sector electron industri report net sale total eur 947 mn first half 2010 eur 995 mn first half 2009,negative
whitbread buy 49 stake pure food chain,positive
separ side busi abl faster expand develop tapro retail network,positive
sudden optim iphon sale ie bad expect give appl aapl lift,positive
accord compani addit normal season fluctuat market situat weaken autumn 2008,neutral
compani previou estim lower revenu yearago eur 939 million,negative
oper loss total eur 127 mn compar profit eur 177 mn first half 2008,negative
accord scanfil demand telecommun network product fluctuat significantli third quarter 2006 situat expect remain unstabl rest year,negative
stock hit profit warn finnish rival rautaruukki oyj omx rtrk,negative
net sale finnish sanoma learn literatur finnish media group sanoma decreas 36 januaryjun 2009 total eur 1628 mn eur 1688 mn correspond period 2008,negative
arto ryymin born 1964 replac juhani kaisanlahti work act evp healthcar welfar sinc august 2007,neutral
txrh report q1 ep 037 versu estim 035 beat 002 ep 19 quarter last year,positive
megaas2000 aapl mcdonald big grow success year bigmac appl updat improb iphon ipad,positive
acquisit consider increas kemira sale market posit russian metal industri coat market,positive
remot radio head modul avail 4w power 25 ghz 35 ghz tdd frequenc band,neutral
finnish forest machineri manufactur ponss net sale grew eur 513 mn first quarter 2010 eur 375 mn correspond period 2009,positive
lower price us competitor show real estat market stabilis return balanc apart acquir fair price eye client,positive
satama net profit third quarter 2007 rose 275000 euro 395000 270000 euro 388000 period 2006,positive
natur sourc isopren tree speci hevea brasiliensi also known rubber tree,neutral
accord finnair technic servic measur due employ situat,neutral
would huge process,neutral
gpro 25 sinc tue morn,negative
london afx share rautaruukki corp upgrad hold sell abn amro price target rais 2575 eur 145 said dealer,positive
oper profit decreas eur 16mn eur 211 mn 2008,negative
costanza light aluminum base washabl shade come white pistachio orang blue red,neutral
solut instal usa support north american oper custom,neutral
lsc 30 employe move ixono exist statu benefit,neutral
raffl equiti ltd becam substanti holder archer explor ltd januari 12 117 million share 182 pc,neutral
finnish bank àland report oper profit fell eur 49 mn third quarter 2007 eur 56 mn third quarter 2006,neutral
baird upgrad tesla motor tsla outperform,positive
raut said order worth around 15 mln eur suppli sever plywood product line mill oper russian wood product compani sveza group,positive
metso oyj said sold spreader roll manufactur busi relat asset town nokia southern finland group finnish investor oper busi name finbow oy,neutral
combin valu order eur 45mn,neutral
tekla group net sale 2006 approxim 50 million euro oper result 136 million euro,neutral
kai tulonen chief technolog offic sysopen digia say use corpor phonebook insid sysopen digia extens sinc last fall satisfi result,positive
enclos affecto call extraordinari gener meet held juli 10th main agenda approv author board propos share issu relat compon softwar acquisit elect haakon skaarer affecto board,neutral
earn per share ep 2005 decreas eur1 87 eur1 89 2003,negative
juli 2 2007 market cap segment updat accord averag price may 2007,neutral
reczakaria monday bull stock ticker michael jame ent pick sbux gvp nke,positive
group aim increas net sale compar oper profit 2006,positive
cencorp net sale first quarter estim eur091 2 compar eur4 5 first quarter 2008,negative
paper mill central main town madison soon new owner,neutral
offer 30 million share aim rais x20ac 500 million us 640 million expect complet oct 9 outokumpu said,neutral
efor result last quarter show even faster improv compani manag better sourc compon,positive
compani design manufactur market highqual cloth interior decor textil bag accessori,neutral
cdp establish initi institut investor howev annual publish result also interest increas number custom interest group report compani,neutral
accord strategi strengthen local presenc establish repres offic south africa octob,positive
casino red bell lv 075 wynn 047 wynn 047 unusu comibin what run what red bell,negative
ep quarter came 036 eur 033 eur year ago ahead forecast 033 eur,positive
accord term condit alma media 2006 option program share subscript price 2006a option right eur 488 per share book countervalu eur 060 per share,neutral
compani make market sale invest initi 2009 even effici 2010,positive
ebit total eur 144 mn compar loss eur 03 mn correspond period 2009,positive
orion net profit third quarter 2007 decreas 365 mln euro 521 mln 403 mln euro 575 mln year earlier,negative
omx helsinki 25 end 047 pct lower 315055 omx helsinki 021 pct 1073642 1523 bln eur turnov,neutral
baswar connect servic allow compani handl purchas pay process onlin make intern process effici said ceo ilkka sihvo baswar corpor,positive
tear eye profit compani increas 10 h1 reach ls 79000,positive
mill capac produc 500000 tonn pulp per year,neutral
oper profit total eur 70 mn loss eur 40 mn second quarter 2009,positive
stockoptionexpert mat 6 big trader ad 10000 april put contract 3 day ago,negative
sysopen digia plc press releas 7 februari 2006 ibm finland reward distinguish partner compani 2005,positive
dilut earn per share ep rose eur 029 eur 005,positive
gakrum nice chart show distinct channel dip see bottom spi 150 130,negative
share subscript period expir 30 septemb 2007,neutral
enbca headshould bullish revers setup breakout oil ga piplelin stock uso,positive
severn trent share price rise first half profit inch custom,positive
name compani hold acquir citycon oyj 2,neutral
aldata solut oyj thoma hoyer cfo inform aldata solut oyj thoma hoyer cfo tel 358 45 670 0491 aldata brief aldata solut one global leader suppli chain softwar retail wholesal logist compani,neutral
easyjet lead britain ftse lower global bond rout resum,negative
product schedul start end april 2007,neutral
asia earlier japan nikkei index fell 062 percent hong kong hang seng index rose 056 percent,neutral
fiskar 360yearold global busi best known orangehandl scissor expect deriv synergi eur5 million year consolid certain part housewar divis two compet,positive
everi partner allow buy quantiti electr correspond share consortium product cost letter intent said,neutral
board establish remuner committe follow member sari baldauf chairman tapio hintikka heikki westerlund addit board decid appoint nomin committe later stage,neutral
method utilis waterborn ultra product give protect wooden surfac industri paint process wherebi two layer top coat appli exterior wooden panel board without separ primer,neutral
berkshir seek boost well fargo stake 10 percent,positive
agreement provid switch doubl convert capac whilst open manufactur locat china,positive
due pirkka beer olvi breweri iisalmi move 7day 24hour work shift,neutral
metsaliitto sell 11 million b share neomarkka account 183 pct neomarkka equiti 127 pct vote right,neutral
huge bridg girder deliv site plant ylivieska finland,neutral
von koskul overse new unit nordea bring togeth corpor merchant bank financi institut capit market product divis,neutral
thank multipli effect wagon perform transport much effici say develop manag juha malkia vr cargo,positive
accord notic skandinaviska enskilda banken ab publ helsinki branch 10 august 2009 divest total 11958000 alma media share ilkkayhtyma oyj kaleva kustannu oy condit agreement made compani 1 juli 2009 fulfil,neutral
line 4 run fulli underground compris 10 station execut two implement stage,neutral
finnish supplier bssoss va telecom oper tecnotre receiv expans order worth total us 73 mn converg charg next gener messag solut latin america compani announc without specifi oper place order,positive
q1 2010 18 may 2010 finnish electr compon maker salcomp oy hel sal1v said today turn net profit eur1 6 first quarter 2010 versu loss eur2m correspond period last year,positive
second variant offer complet final finish select apart foreign high qualiti materi finland denmark germani franc,neutral
net profit period 2006 x20ac 172 million,neutral
break 52 week high time look great ah babi post ige irdm ewbc phi ulta vnet biv,positive
repurchas shall decreas distribut capit reserv,neutral
stx move bottom still bear market datasecur emc sndk wdc,negative
organ member russian auto sector union mpra becom activ sinc tikkurila acquir russian paint compani kraski tek 2006,neutral
new share entitl holder dividend fiscal 2006,neutral
ebitda year 2009 improv eur484m compar eur472m 2008,positive
finnish talentum report oper profit increas eur 205 mn 2005 eur 93 mn 2004 net sale total eur 1033 mn eur 964 mn,positive
oper profit turnov threemonth period increas respect eur0 9 eur8 3 compar correspond period 2005,positive
bridg 12 km long locat anasmotet road e20 new traffic junction marieholm road e45,neutral
finnish electron manufactur pkc group oyj omx helsinki pkc1v said wednesday 31 decemb complet acquisit man nutzfahrzeug ag cabl har busi man star truck buse spolka zoo poland,positive
veidekk headquart oslo norway scandinavian construct properti develop group 6350 employe norway sweden denmark annual turnov nok16 4 bn,neutral
member partner use mostli appar increas effici result servic observ perttu puro tradeka,positive
protalix develop genet engin protein plant cell,neutral
decis made quickli possibl,neutral
cat hangin thread 1click away cliff drop need follow snapback vix,negative
incid happen 230 pm avenu 192 road 196,neutral
verizon att accus hurt rival,negative
chf great product,positive
1411 cet arcelormitt lost 726 eur 1738 euronext pari come lead bluechip faller,neutral
cooper airbalt expect lead transfer finncomm ownership airbalt tear eye,neutral
load bsx yesterdaylook good still think way upsid downsid,positive
lemminkainen group headquart helsinki finland oper sector construct industri civil engin build contract technic build servic build materi industri,neutral
power suppli dc power system invert design manufactur efor system incorpor use mani differ applic,neutral
pertti ervi independ compani major sharehold,neutral
parallel teliasonera decid conduct compulsori acquisit,neutral
cut frequenc new york last year explain fall said,neutral
mr ashley deputi execut chairman sport direct sold 43pc stake compani pound 900m tear eye float,neutral
exel composit longterm growth prospect remain favour howev,positive
combin exist solut singl platform comptel said reduc cost deploy,positive
shell share price standard life announc posit bg acquisit,negative
sab chairman dig board divid inbev offer,neutral
compani said sale three month end march slid eur86 4 us 1134 eur91 2 last year,negative
trow ascend triangl give bullish bia chart breakout 84 posit,positive
total scope project 38000 squar metr valu total around eur75m,neutral
net interest incom increas 45 eur 314 mn eur 300 mn 2004,positive
addit exist servic counter area recept hall rebuilt access provid local rail connect,neutral
helsinki afx kci konecran said rais stake mmh hold inc owner usbas morri materi handl 909 pct 745 pct,positive
cut bring outdoor birchbranch coaster,neutral
consolid oper profit continu oper decreas 623 eur 512 mn eur 1357 mn 2007,neutral
contract valu amount eur 24 million,neutral
net sale finnish food industri compani lñnnen tehtaat continu oper increas 13 2008 eur 3491 mn eur 3096 mn 2007,positive
acquisit kaupth sverig bring signific posit nonrecur addit group perform,positive
adp news nov 5 2008 finnish electron measur product solut maker vaisala oyj omx vaia said today net profit rose eur 18 million usd 231 first nine month 2008 eur 1,positive
renesa mobil europ ltd approxim 470 employe oulu,neutral
selfservic autom bigger role fujitsu global resourc exploit effect,positive
group ¦ profit tax eur 02 78 million,neutral
perman magnet gener power convert today prefer solut new wind turbin design compani said,neutral
finnish rautaruukki award contract suppli instal steel superstructur partihallsfârbindelsen bridg gothenburg sweden,positive
fair valu capman plc invest 30 septemb 2008 amount meur 598,neutral
updat barclay expect gain settl lehman bro truste,positive
st petersburg oct 14 primetass finnish tire produc nokian tyre plan invest 50 million euro expans tire plant citi vsevolozhsk russia leningrad region 2011 compani presid kim gran told report thursday,positive
nokia also note averag sell price handset declin period though mobil phone profit margin rose 22 percent 13 percent yearago quarter,positive
wpp world largest ad agenc report strong 2015 growth,positive
q1 2009 compani oper loss total eur 03 mn compar profit eur 36 mn q1 2008,neutral
finnish lift equip maker konecran hel kcr1v said 29 juli 2009 rais stake austrian manipul maker ac konecran 80 bought german sector player knight europ,positive
cash flow invest amount eur45m eur46m,neutral
baltimor polic fire pension 15 billion lost 35 million madoff ponzi scheme,negative
scanfil plc global contract manufactur system supplier commun industri electron,neutral
fingerfriendli opinion realli fast,neutral
board director propos extraordinari gener meet authoris board decid issuanc maximum 30mn new share one share issu,neutral
eur5 9 h1 09 3 august 2009 finnish media group ilkkayhtyma oyj hel ilk2 said today net profit fell 45 year eur5 9 first half 2009,negative
accord sweden minist local govern financi market mat odel decis sell state share telecom group teliasonera carri cooper state finland,neutral
mobil phone shipment jump 26 percent almost 112 million unit finnish compani global market share rose 39 percent 36 percent,positive
accord mark white locatrix commun ceo compani web servic interfac allow devic owner friend famili track locat twig user via web browser,neutral
spi could pride social media gettin readi fall fb chart roll,negative
accord vike line manag director nilserik eklund compani board director satisfi vike line perform,positive
megafon subscrib base increas 161 2009 505 million user decemb 31 market share number custom amount 24 late 2009 23 late 2008 accord teliasonera estim,positive
finnair believ strike caus daili net loss excess eur 2mn due cancel reserv passeng rerout,negative
adp news feb 11 2009 finnish wood product technolog supplier raut oyj hel rutav said today net profit decreas eur 47 million usd 61 2008 eur 66 million 2007,negative
contract cover turnkey deliveri five airport oper author john f kennedi laguardia newark teterboro stewart intern,neutral
total 140 job reduc raah steel work,neutral
releas oct 28 peab said two busi continu conduct brand cliffton stockholm entreprenad part peab group,neutral
23 april 2010 finnish construct engin compani outotec oyj hel ote1v said today slip net loss eur7 3 first quarter 2010 net profit eur12 5 correspond period last year,neutral
repair mainten busi account net sale eur 6453 mn eur 5636 mn,positive
stora enso norsk skog mreal upmkymmen credit suiss first boston cfsb rais fair valu share four largest nordic forestri group,positive
valmet automot report net sale eur 85mn oper profit eur 8mn,neutral
profit period eur 98 mn eur 60 mn 2004,positive
sweden oversuppli pharmaci,negative
firm build compon mobil phone commun product,neutral
capac eas seikku sawmil pori alholma sawmil pietarsaari result 60 peopl laid around six week start midmay said,negative
exel board director propos dividend 02 euro 03 per share 2006 annual gener meet april 19 2007,neutral
announc solut unit speed cooper august shift simonson financ chief lowend phone octob,neutral
author forc period 18 month resolut gener meet,neutral
revenu quarter total 274 billion 2 percent 281 billion fourth quarter 2008,neutral
sweden oversuppli pharmaci,neutral
rollsroyc ensur complianc petrobra briberi report,neutral
japan nikkei land financi time 13 billion deal,positive
manag critic politician failur differenti beleagu european financi institut skandinavian bank sail crisi without issu,neutral
plant would use palm oil certifi roundtabl sustain palm oil rspo,neutral
depend financ,neutral
finnish publish print group ilkkayhtymñ introduc staff smoke ban begin 2007 compani three newspap,neutral
save full impact begin 2007,neutral
ship unload total enclos along entir convey line storag facil,neutral
entir paper mill may set especi new eu member state,neutral
rapala estim net sale 2008 increas 80 pct 12 pct assum 2007 exchang rate,positive
oper profit net sale sixmonth period increas respect eur7 5 eur655 5 compar correspond period 2005,positive
jukka hienonen current finnair ceo step end januari 2010,neutral
price talk euribor plu 2 bp area sole lead citigroup,neutral
properti purchas swedish privat equiti real estat firm niam goldman sach whitehal street real estat fund,neutral
sunris resourc oper russian nearshor develop market whollyown russian subsidiari 80 personnel russia,neutral
fast gww daili sale slow pretti time coincid indic,negative
result russia import restrict finnish dairi compani cancel 6 august 2010,positive
analyst survey thomson financi expect revenu 69 million quarter,neutral
20 octob 2010 finnish environment manag compani lassila tikanoja oyj hel lat1v lt said monday expect oper profit exclud nonrecur item whole 2010 slightli lower 2009,neutral
total number share compani 585236987 innofactor group innofactor offer custom comprehens solut microsoft environ,neutral
new unit major invest finnish media scene,neutral
yahoo stock 3646 bid war pick compani yhoo,positive
know exist artemyev said,neutral
long endp 2623 agn bo rumor,positive
kesko pursu strategi healthi focus growth concentr sale servic consumercustom,positive
timberrrr tsla,negative
return capit employ rose 48 percentag point 196,positive
periodend cash cash equival total eur6 5 compar eur10 5 previou year,negative
80 special event three counti four month host librari system nine branch librari,neutral
ep grew 004 eur 002 eur,positive
net cash flow oper expect remain posit,positive
adp news nov 28 2008 finnish powersuppli solut provid efor oyj omx efo1v announc today launch opu dc latest power system opu product line,positive
axp look continu volum increas,positive
uponor improv perform spite decreas residenti construct us,positive
includ softwar develop internet mobil telephon content commun valuead softwar financi servic secur applic system integr electron,neutral
spi extrem win today 2 cent 2009 low 10year spi 2 percent life bowl cherri great short set,negative
nokia share hit 1321 euro friday 50 percent start year part slow introduct touchscreen model,neutral
focu improv profit next year streamlin oper,positive
tear eye delight fact abl accomplish organ team member,positive
server respons manag devic user account desktop client applic enabl remot access mobil phone,neutral
earn per share ep eur0 03 loss eur0 083,positive
compani transport busi conduct florida rock tank line southeastern transport compani concentr haul motor carrier liquid dri bulk commod,neutral
ipad applic join iphon app part monster rang mobil applic job hunt,neutral
current 100 global fortun 500 compani use ssh secur solut,neutral
10 februari 2011 finnish media compani sanoma oyj hel saa1v said yesterday 2010 net profit almost tripl eur297 3 eur107 1 2009 announc propos rais payout,positive
aberdeen post h1 outflow say condit remain challeng,negative
aapl downgrad bia stock buy,positive
dnkn kkd dpz loco insid week buy trigger,positive
oper profit exclud nonrecur item total eur 22 mn eur 27 mn correspond period 2008,negative
ugaz cold put dent massiv horizont rig product know,negative
amrn full bull call spread rang juli jan 15 let see babi,positive
aapl aapl final break 49 buyback week look aapl test 120 support area,negative
recent interview financi time ft sampo board chairman bjorn wahlroo said pc certainli sale price set sek 85 billion confirm earlier statement,neutral
technopoli approxim 130 custom compani jyvaskyla,neutral
crh add cr laurenc acquisit talli 13bn,positive
nordea coordin syndic loan,neutral
oper profit total eur 55 mn eur 07 mn,positive
valu contract eur 25mn,neutral
real estat compani post net loss ó x201a ¼ 593 million ó x201a ¼ 021 per share compar net profit ó x201a ¼ 31 million ó x201a ¼ 011 per share correspond quarter 2007,neutral
bbcn bancorp buy wilshir bancorp 1 bln deal,positive
cramo slip pretax loss eur 67 million pretax profit eur 589 million,neutral
stora enso r share rose 120 pct 1184 eur upmkymmen also drag higher rise 168 pct 1756 eur mreal b ad 238 pct 430 eur,positive
finnish lift equip maker kone oyj said octob 4 2007 order worth 15 mln euro 212 mln deliv total 53 custom design elev norwegian shipbuild aker yard asa,positive
adp news feb 12 2009 finnish construct compani lemminkainen oyj hel lem1 said today net profit decreas eur 635 million usd 811 2008 eur 806 million 2007,neutral
swedbank hypotek issu benchmark fix rate cover deal euro matur januari 2010,neutral
report email within 2 busi day order,neutral
upm said move lower net profit x20ac 385 million us 520 million second quarter mainli due impair charg,neutral
finnish meat compani atria longer promis suffici amount domest beef custom,negative
metso said order worth around 40 mln eur suppli kraftlin board machin china lee man paper co,positive
adp news feb 11 2009 finnish manag softwar solut provid ixono oyj hel xns1v said today net profit rose eur 35 million usd 45 2008 eur 31 million 2007,positive
bullya pollux654321 50 kor 80 call go b bless daughter tuition,positive
tekla structur product box need made recycl materi,neutral
compani report loss period eur 04 mn compar loss eur 19 mn correspond period 2005,positive
elsewher tendenc toward develop packag,neutral
accord seikku retail sector finland control 34 larg actor food manufactur still rel small,neutral
tesco abandon videostream ambit blinkbox sale,negative
royal mail share price edg lower group rais stamp price,negative
howev broker rate stock differ,neutral
group ebit first half eur13 6 us 178 fall short eur22 5 post period 2009,negative
compani anticip turnov whole 2010 surpass previou year eur 671 million,positive
finnish financi softwar solut develop baswar oyj said net profit fell 884000 euro 12 mln first quarter 2007 20 mln euro 27 mln year earlier,negative
stoneg product famili design provid full benefit unifi manag system includ share log report audit,neutral
cash flow oper total eur 271 mn compar neg eur 083 mn correspond period 2008,positive
teliasonera said 100 million invest next year region bring mobil coverag 90 nepal popul,positive
see slide show newest product releas fiskar,neutral
howev increas signal traffic wast network resourc allow fewer smartphon connect,negative
order also includ highpow drive control seismic compressor,neutral
succeed krister kyla decid leav teliasonera,neutral
payment acquir share made cash price per share eur 1 plu administr fee,neutral
approxim sek 166 million repay demand overcharg stockholm area remain sek 87 million taken western coast inspector said,neutral
transact tikkurila powder coat relat oper,neutral
busi area net sale slightli 2m 2006,neutral
repay eur 105 million debentur bond relat compani previou announc octob 21 2009 collect irrevoc sell commit holder subordin debentur bond,neutral
loss financi item total eur 97 mn compar profit eur 13 mn correspond period 2008,negative
tecnotre converg charg solut includ function prepaid postpaid bill charg rate voic call video call raw data traffic mobil fix network,neutral
adpnew jul 17 2009 finlandbas steel maker rautaruukki oyj ruukki hel rtrk said today slip net loss eur 184 million usd 2597 first half 2009 net profit eur 2,neutral
group expand chain includ 45 store,positive
sale tiimari busi went 8 eur 118 million gallerix store saw 29 growth eur 2 million,neutral
support nokia phone includ n96 n958gb n95 n93n931 n92 n85 n82 n81 n80 n79 n78 n77 n76 n75 n73 n72 n71 e90 e71 e70 e66 e65 e62 e61e61i e60 e51 e50 touch xpress 5800 6220 classic 6210 navig 6120 classic 6110 navig 5700 5500 5320xm,neutral
first group custom train paintshop owner assist,neutral
arvo vuorenmaa loviisa plant gener manag said applic new licenc standard procedur quit confid approv grant,positive
layoff affect 240 peopl total 320 okmet employe finland,neutral
finnish mreal kyro mill start negoti cut staff,negative
accord swedish author trace toxic osmium tetroxid found coast perñmeri northernmost part gulf bothnia,neutral
among industri stock metso ad 053 pct 4004 eur wartsila b 077 pct 4787 eur rautaruukki k 108 pct lower 3756 eur,neutral
term disclos,neutral
expand agreement cover sale market distribut benefon navig locat devic china,neutral
raut report loss per share eur0 86 first half 2009 ep eur0 74 correspond period 2008,negative
salcomp oyj finnish maker mobil phone charger monday post eur1 49 million loss second quarter compar 170 million profit period previou year,negative
astrazeneca chase acerta secur next cancer drug winner,positive
compani reportedli search replac ceo ollipekka kallasvuo,neutral
total size complex around 25000 m2 project construct stage,neutral
fki john jiang work sever gener manag senior busi consult posit intern compani china,neutral
kaupth bank publish annual result 2007 market open thursday 31 januari,neutral
citi see you welcom dart member dallasc see you welcom member dart fcu merg citi see you,neutral
dansk bank dansk dc jump 37 percent 1334 kroner rebound yesterday 35 percent slide,positive
26 novemb 2010 finnish sportsequip maker amer sport oyj hel amea said today obtain eur30m schuldschein note loan pool intern investor,neutral
held recent doubl bottom buy point 5657 almost penni today wmt,positive
first phase complet end 2012,neutral
contract sign august papua new guineabas lihir gold ltd asx lgl,positive
warren buffett defend berkshir hathaway conglomer structur,positive
short faz dont know mean market tank p,negative
compani issu inaugur eurobond deal near futur subject market condit,neutral
2500passeng ferri dimens 185 length overal 170 length perpendicular 2770 breadth 655 design draught,neutral
aviva plc direct line insur group plc admir group plc set soar,positive
rapala aim move distribut unit ragot loudeac bretagn distribut unit waterqueen fish line supplier tortu saint marcel central franc morvillar,neutral
project 2 x 600 mw coalfir power plant locat 420 km south hanoi compani said,neutral
glaston glass process unit tamglass glass process manufactur high qualiti safeti glass product oper finland,neutral
deal strengthen ramir posit especi industri sector larg invest project,positive
mall part baltic pearl develop project citi st petersburg baltic pearl cjsc subsidiari shanghai foreign joint invest compani develop home 35000 peopl,neutral
doubl bottom handl buy point 2951 ip,positive
finnish construct compani yit reduc number startup marketfinanc residenti unit 2007 2300 previous announc 2700,negative
compani said previous eb deliv custom solut lg electron make commerci avail mobil termin vendor well wireless oper,neutral
lemminkainen infra oy subsidiari lemminkainen sverig ab perform construct work expect start earli 2011 complet summer 2013,neutral
6 octob 2010 finnish paint coat compani tikkurila oyj hel tik1v announc today launch tikkurila prohous method protect wooden surfac via treatment ultra pro waterborn product,neutral
payment share shall effect subscript,neutral
ocn stuff look add share get new high breakout,positive
q1 10 19 april 2010 finnish forest machineri equip maker ponss oyj hel pon1v said today expect swing net profit eur6 3 first quarter 2010 eur9 6 loss year earlier,positive
finnish construct compani yit oyj said novemb 13 2007 70 mln euro 1028 mln contract construct new offic build local properti compani tapiola real estat oy,positive
transact abl particip develop industri,positive
result cancel maximum increas citycon share capit basi convert bond decreas eur 2338392780 eur 2290178475,neutral
lee man paper metso long prosper cooper good exampl changshu hongmei kraftlin machin deliv earlier,positive
septemb alon market declin 102 percent yearonyear 1928 million liter,neutral
adp news may 29 2009 bank america bofa downgrad today rate swedishfinnish paper maker stora enso oyj hel sterv finnish sector player upmkymmen oyj hel upm1v underperf,negative
thu group balanc sheet eur 258 million goodwil compani ad,neutral
sanoma magazin net sale estim grow 2006,positive
meantim ceo duti assum outotec deputi ceo seppo rantakari,neutral
depart store divis sale fell 86 eur 1402 mn,neutral
kone share drop 41 percent x20ac 43 us 5577 helsinki,neutral
finnish larox sign contract talvivaara project deliveri filter talvivaara nickel mine sotkamo finland,positive
net cash oper activ neg eur 03 mn compar eur 309 mn 2009,negative
coffe serv start 1430 eet well event,neutral
1201 pm omx helsinki 25 066 pct 314357 omx helsinki 067 pct lower 1053074 253 mln eur turnov,negative
gross area eight hous 12167 m2,neutral
exampl net sale increas 59 first quarter ebitda increas neg eur 02 mn first quarter 2009,positive
acando ab acanb ss fell 89 percent 1335 kronor lowest close sinc dec 11,neutral
also sixyear histor analysi provid market,neutral
